Date	Date
2018-01-03	1
2018-01-04	1
2018-01-05	1
2018-01-08	2
2018-01-09	1
2018-01-10	2
2018-01-12	1
2018-01-16	2
2018-01-17	4
2018-01-22	3
2018-01-24	1
2018-01-25	1
2018-01-27	1
2018-01-30	1
2018-02-01	1
2018-02-02	1
2018-02-05	1
2018-02-06	1
2018-02-07	2
2018-02-08	1
2018-02-12	1
2018-02-14	1
2018-02-16	2
2018-02-21	1
2018-02-23	2
2018-02-26	1
2018-02-28	1
2018-03-01	1
2018-03-02	1
2018-03-05	1
2018-03-08	2
2018-03-09	1
2018-03-13	1
2018-03-14	2
2018-03-15	1
2018-03-20	1
2018-03-21	1
2018-03-26	2
2018-03-28	2
2018-03-29	1
2018-04-01	1
2018-04-03	1
2018-04-04	1
2018-04-05	3
2018-04-06	1
2018-04-09	1
2018-04-11	2
2018-04-12	2
2018-04-16	2
2018-04-17	2
2018-04-18	1
2018-04-19	2
2018-04-20	1
2018-04-22	1
2018-04-23	1
2018-04-25	1
2018-05-03	4
2018-05-04	1
2018-05-08	1
2018-05-11	1
2018-05-14	1
2018-05-15	1
2018-05-21	1
2018-05-29	1
2018-06-01	1
2018-06-05	1
2018-06-06	2
2018-06-08	1
2018-06-11	1
2018-06-12	2
2018-06-13	1
2018-06-14	1
2018-06-15	1
2018-06-16	1
2018-06-18	2
2018-06-19	2
2018-06-20	1
2018-06-21	1
2018-06-25	1
2018-06-26	1
2018-06-27	1
2018-06-29	1
2018-07-02	1
2018-07-06	1
2018-07-10	1
2018-07-11	2
2018-07-12	1
2018-07-13	1
2018-07-16	1
2018-07-17	1
2018-07-18	1
2018-07-19	1
2018-07-20	1
2018-07-21	1
2018-07-23	1
2018-07-24	1
2018-07-26	1
2018-07-27	1
2018-07-30	1
2018-08-01	1
2018-08-02	1
2018-08-03	1
2018-08-06	1
2018-08-07	1
2018-08-08	1
2018-08-09	1
2018-08-10	1
2018-08-13	2
2018-08-14	1
2018-08-15	1
2018-08-16	1
2018-08-17	1
2018-08-20	1
2018-08-21	2
2018-08-22	1
2018-08-23	1
2018-08-24	1
2018-08-27	1
2018-08-28	1
2018-08-29	1
2018-08-30	1
2018-08-31	1
2018-09-04	1
2018-09-05	1
2018-09-06	1
2018-09-07	1
2018-09-10	2
2018-09-11	1
2018-09-12	1
2018-09-13	1
2018-09-14	1
2018-09-17	1
2018-09-18	1
2018-09-19	1
2018-09-20	1
2018-09-21	1
2018-09-24	1
2018-09-25	1
2018-09-26	1
2018-09-27	1
2018-09-28	1
2018-10-01	1
2018-10-02	2
2018-10-03	1
2018-10-04	1
2018-10-05	1
2018-10-08	2
2018-10-09	2
2018-10-10	2
2018-10-12	1
2018-10-15	2
2018-10-16	1
2018-10-17	1
2018-10-18	1
2018-10-19	1
2018-10-22	2
2018-10-23	1
2018-10-24	1
2018-10-25	2
2018-10-26	1
2018-10-29	1
2018-10-30	1
2018-10-31	1
2018-11-01	1
2018-11-02	2
2018-11-05	1
2018-11-06	2
2018-11-07	1
2018-11-09	2
2018-11-11	1
2018-11-12	1
2018-11-13	1
2018-11-14	2
2018-11-15	1
2018-11-16	1
2018-11-19	1
2018-11-20	1
2018-11-21	1
2018-11-23	1
2018-11-26	1
2018-11-27	1
2018-11-28	1
2018-11-29	1
2018-11-30	1
2018-12-03	1
2018-12-04	2
2018-12-05	2
2018-12-06	1
2018-12-07	1
2018-12-10	1
2018-12-11	3
2018-12-12	1
2018-12-13	1
2018-12-14	1
2018-12-17	1
2018-12-18	1
2018-12-19	1
2018-12-20	1
2018-12-21	1
2018-12-26	1
2018-12-27	1
2018-12-28	1
